Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Arrival_Time_hr,Arrival_Time_min,Dep_Time_hr,Dep_Time_min,Duration_hr,Duration_min,Total_Duration
Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1,0,12192.0,6,12,2019,12,35,3,50,8,45,525.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00,19h 55m,2,0,12819.0,27,6,2019,19,0,23,5,19,55,1195.0
IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,0,0,3943.0,27,6,2019,8,50,6,5,2,45,165.0
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,00:20,12:55,12h 35m,1,1,18260.0,3,9,2019,12,55,0,20,12,35,755.0
Air India,2019-04-18,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,0,0,5228.0,18,4,2019,8,55,6,10,2,45,165.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,04:25,16h 10m,2,0,14300.0,6,12,2019,4,25,12,15,16,10,970.0
Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30,30h 30m,2,0,10151.0,5,1,2019,18,30,12,0,30,30,1830.0
IndiGo,2019-06-05,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1,0,5699.0,5,6,2019,22,15,17,35,4,40,280.0
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,07:10,10:45,27h 35m,1,0,9187.0,21,5,2019,10,45,7,10,27,35,1655.0
Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:05,12h 45m,1,0,8452.0,6,6,2019,9,5,20,20,12,45,765.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,02:15,13:20,11h 5m,1,0,13961.0,21,3,2019,13,20,2,15,11,5,665.0
Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,1,5769.0,24,6,2019,10,10,7,10,3,0,180.0
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1,0,10877.0,24,6,2019,19,0,7,30,11,30,690.0
IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,23:30,02:20,2h 50m,0,0,4591.0,4,9,2019,2,20,23,30,2,50,170.0
Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,05:25,20h,2,0,17732.0,5,6,2019,5,25,9,25,20,0,1200.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10h 10m,1,1,12373.0,5,9,2019,4,25,18,15,10,10,610.0
Air Asia,2019-06-27,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,0,3807.0,27,6,2019,22,25,19,55,2,30,150.0
Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1,0,9555.0,6,9,2019,20,20,7,10,13,10,790.0
Air Asia,2019-06-06,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,0,4483.0,6,6,2019,13,55,11,10,2,45,165.0
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,0,14781.0,5,12,2019,20,45,14,5,6,40,400.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27h,2,0,13292.0,6,3,2019,12,35,9,35,27,0,1620.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23h 45m,1,1,12373.0,18,5,2019,19,0,19,15,23,45,1425.0
IndiGo,2019-05-21,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1,0,5530.0,21,5,2019,12,10,6,50,5,20,320.0
IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1,0,7081.0,18,5,2019,21,0,8,30,12,30,750.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,09:00,12:35,27h 35m,1,1,10262.0,15,6,2019,12,35,9,0,27,35,1655.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1,0,9316.0,27,5,2019,19,15,11,40,7,35,455.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1,1,10844.0,5,9,2019,18,15,6,30,11,45,705.0
IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1,0,8542.0,5,1,2019,21,0,7,30,13,30,810.0
IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,0,4823.0,15,4,2019,19,55,16,55,3,0,180.0
Air India,2019-06-03,Delhi,Cochin,DEL → BOM → COK,04:00,07:40,27h 40m,1,0,12940.0,3,6,2019,7,40,4,0,27,40,1660.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7h 30m,1,0,13374.0,6,6,2019,4,40,21,10,7,30,450.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,13062.0,21,3,2019,21,0,11,30,9,30,570.0
Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,0,13014.0,6,3,2019,19,0,5,30,13,30,810.0
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,0,8541.0,21,6,2019,22,0,18,55,3,5,185.0
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,13:55,10:05,20h 10m,1,1,11134.0,24,3,2019,10,5,13,55,20,10,1210.0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,08:55,19:10,10h 15m,1,1,7832.0,21,3,2019,19,10,8,55,10,15,615.0
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,9h 15m,1,0,8888.0,5,9,2019,22,30,13,15,9,15,555.0
Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20,14h 25m,1,1,9663.0,5,12,2019,9,20,18,55,14,25,865.0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1,0,17267.0,3,6,2019,15,30,7,5,8,25,505.0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,20:35,11:25,14h 50m,1,1,7832.0,21,3,2019,11,25,20,35,14,50,890.0
Vistara,2019-03-18,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,0,0,12123.0,18,3,2019,22,20,19,40,2,40,160.0
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,17:00,01:30,8h 30m,1,0,8073.0,15,5,2019,1,30,17,0,8,30,510.0
SpiceJet,2019-12-04,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,0,0,4991.0,4,12,2019,12,20,9,30,2,50,170.0
GoAir,2019-12-06,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,0,3419.0,6,12,2019,23,40,20,55,2,45,165.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23h 15m,1,1,10262.0,27,6,2019,19,0,19,45,23,15,1395.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,19:45,12:35,16h 50m,1,1,10262.0,6,1,2019,12,35,19,45,16,50,1010.0
Air Asia,2019-03-04,Kolkata,Banglore,CCU → BLR,22:50,01:20,2h 30m,0,0,3807.0,4,3,2019,1,20,22,50,2,30,150.0
IndiGo,2019-03-03,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,0,0,5755.0,3,3,2019,13,25,12,0,1,25,85.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6h 35m,1,1,10262.0,6,1,2019,4,25,21,50,6,35,395.0
Air India,2019-05-21,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40,14h 25m,2,0,13039.0,21,5,2019,7,40,17,15,14,25,865.0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1,1,7832.0,21,3,2019,21,20,8,55,12,25,745.0
IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,0,6297.0,3,9,2019,10,15,7,55,2,20,140.0
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,1,3210.0,24,6,2019,21,5,19,35,1,30,90.0
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1,0,15147.0,3,3,2019,21,0,10,20,10,40,640.0
IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,0,0,4049.0,24,6,2019,10,40,9,10,1,30,90.0
Jet Airways,2019-12-06,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35,27h 10m,2,0,13882.0,6,12,2019,12,35,9,25,27,10,1630.0
Air India,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,12h 25m,1,0,8366.0,21,5,2019,21,50,9,25,12,25,745.0
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,22:50,07:40,8h 50m,1,1,9134.0,15,3,2019,7,40,22,50,8,50,530.0
IndiGo,2019-03-04,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,0,0,4823.0,4,3,2019,11,20,8,30,2,50,170.0
Air India,2019-09-04,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35,24h,1,0,5006.0,4,9,2019,14,35,14,35,24,0,1440.0
Air India,2019-01-06,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20h 55m,1,0,7480.0,6,1,2019,9,25,12,30,20,55,1255.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,1,10844.0,6,6,2019,22,35,16,30,6,5,365.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12h 15m,1,1,7064.0,4,1,2019,8,15,20,0,12,15,735.0
IndiGo,2019-06-21,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,0,5224.0,21,6,2019,16,55,14,25,2,30,150.0
Air Asia,2019-03-15,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,4384.0,15,3,2019,12,55,10,20,2,35,155.0
Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12h 30m,1,0,13377.0,6,1,2019,1,30,13,0,12,30,750.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1,0,8837.0,27,5,2019,19,15,6,40,12,35,755.0
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,17:20,09:25,16h 5m,1,0,16352.0,3,3,2019,9,25,17,20,16,5,965.0
Air India,2019-09-06,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21h 15m,2,0,10441.0,6,9,2019,19,15,22,0,21,15,1275.0
IndiGo,2019-09-05,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,0,0,3597.0,5,9,2019,15,35,13,15,2,20,140.0
Air Asia,2019-12-06,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,0,3807.0,6,12,2019,22,25,19,55,2,30,150.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12h 15m,1,1,9663.0,5,6,2019,8,15,20,0,12,15,735.0
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23h 50m,1,0,12681.0,4,1,2019,19,50,20,0,23,50,1430.0
Vistara,2019-05-24,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,0,0,4668.0,24,5,2019,14,20,11,30,2,50,170.0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23h 10m,2,0,15129.0,18,5,2019,12,35,13,25,23,10,1390.0
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,17:30,01:35,8h 5m,1,0,17057.0,3,3,2019,1,35,17,30,8,5,485.0
Air India,2019-03-06,Delhi,Cochin,DEL → BOM → COK,21:00,07:40,10h 40m,1,0,8372.0,6,3,2019,7,40,21,0,10,40,640.0
SpiceJet,2019-01-03,Kolkata,Banglore,CCU → BLR,17:15,19:45,2h 30m,0,0,5515.0,3,1,2019,19,45,17,15,2,30,150.0
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1,0,8355.0,5,1,2019,17,35,10,20,7,15,435.0
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,0,2754.0,4,1,2019,4,5,2,35,1,30,90.0
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,15:00,01:30,10h 30m,1,0,13377.0,15,6,2019,1,30,15,0,10,30,630.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23h 15m,1,0,15554.0,5,9,2019,19,0,19,45,23,15,1395.0
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,0,5224.0,18,5,2019,16,55,14,25,2,30,150.0
IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,0,6069.0,6,9,2019,21,0,16,0,5,0,300.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25h 5m,1,1,12373.0,5,9,2019,12,35,11,30,25,5,1505.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9h 45m,1,1,6959.0,6,12,2019,4,40,18,55,9,45,585.0
SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,2,3841.0,27,5,2019,11,25,9,0,2,25,145.0
Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1,0,8669.0,15,5,2019,19,15,3,50,15,25,925.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,0,13014.0,6,1,2019,19,0,5,30,13,30,810.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40,20h 15m,1,0,13731.0,6,6,2019,4,40,8,25,20,15,1215.0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15h 30m,1,0,7888.0,21,5,2019,1,30,10,0,15,30,930.0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:10,15h,1,0,12942.0,24,3,2019,22,10,7,10,15,0,900.0
Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,11:55,09:25,21h 30m,1,0,12395.0,3,6,2019,9,25,11,55,21,30,1290.0
Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,0,14571.0,6,9,2019,23,35,16,30,7,5,425.0
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,0,0,4591.0,27,4,2019,3,25,0,30,2,55,175.0
Air India,2019-09-05,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28h 20m,2,0,12592.0,5,9,2019,13,45,9,25,28,20,1700.0
IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,0,4804.0,6,6,2019,16,55,14,25,2,30,150.0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,08:15,18h 10m,1,0,14388.0,21,5,2019,8,15,14,5,18,10,1090.0
Air India,2019-09-03,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21h 15m,2,0,14851.0,3,9,2019,19,15,22,0,21,15,1275.0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11h 5m,1,1,8586.0,18,5,2019,8,15,21,10,11,5,665.0
Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:30,10h 40m,1,4,23017.0,3,1,2019,9,30,22,50,10,40,640.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25,10h,2,0,14237.0,6,9,2019,4,25,18,25,10,0,600.0
IndiGo,2019-06-06,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1,0,5069.0,6,6,2019,13,0,8,10,4,50,290.0
Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,5h 30m,1,0,16079.0,6,1,2019,12,35,7,5,5,30,330.0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13h 20m,1,1,9663.0,15,5,2019,8,15,18,55,13,20,800.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1,0,13587.0,27,5,2019,21,0,11,30,9,30,570.0
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:30,23:15,26h 45m,1,0,10808.0,24,3,2019,23,15,20,30,26,45,1605.0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,1,11446.0,27,5,2019,19,15,10,0,9,15,555.0
Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,0,3100.0,5,1,2019,20,45,19,30,1,15,75.0
GoAir,2019-01-05,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15,7h 35m,1,0,6484.0,5,1,2019,0,15,16,40,7,35,455.0
IndiGo,2019-09-05,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,0,0,4049.0,5,9,2019,7,55,6,25,1,30,90.0
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,0,2,3873.0,24,3,2019,23,20,20,30,2,50,170.0
IndiGo,2019-09-03,Banglore,New Delhi,BLR → GOI → DEL,19:30,00:40,5h 10m,1,0,7280.0,3,9,2019,0,40,19,30,5,10,310.0
Air India,2019-05-27,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,0,0,3625.0,27,5,2019,15,25,13,55,1,30,90.0
SpiceJet,2019-06-15,Banglore,Delhi,BLR → DEL,21:10,00:05,2h 55m,0,2,3919.0,15,6,2019,0,5,21,10,2,55,175.0
Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1,0,15554.0,5,9,2019,19,0,2,15,16,45,1005.0
IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,0,0,3850.0,6,3,2019,10,15,7,55,2,20,140.0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00,19h 55m,2,0,15129.0,21,5,2019,19,0,23,5,19,55,1195.0
Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,0,7229.0,5,12,2019,22,0,18,55,3,5,185.0
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4823.0,27,4,2019,21,50,18,55,2,55,175.0
IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4823.0,15,5,2019,21,50,18,55,2,55,175.0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:10,26h,1,0,11682.0,24,3,2019,9,10,7,10,26,0,1560.0
IndiGo,2019-04-21,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,0,4823.0,21,4,2019,21,50,18,55,2,55,175.0
Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,13:00,04:25,15h 25m,1,1,10262.0,6,9,2019,4,25,13,0,15,25,925.0
IndiGo,2019-06-06,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1,0,6818.0,6,6,2019,16,10,5,5,11,5,665.0
SpiceJet,2019-05-27,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1h 30m,0,2,1965.0,27,5,2019,0,15,22,45,1,30,90.0
Vistara,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1,0,9345.0,5,12,2019,23,25,7,10,16,15,975.0
IndiGo,2019-06-06,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1,0,6938.0,6,6,2019,22,30,16,10,6,20,380.0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26h 55m,2,1,10368.0,15,6,2019,12,35,9,40,26,55,1615.0
Air India,2019-12-06,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20h 45m,2,0,11753.0,6,12,2019,7,40,10,55,20,45,1245.0
Air India,2019-05-27,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,19:15,24h 45m,2,0,12488.0,27,5,2019,19,15,18,30,24,45,1485.0
Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1,1,9899.0,6,12,2019,19,50,14,5,5,45,345.0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9h 45m,1,0,11622.0,6,6,2019,19,0,9,15,9,45,585.0
SpiceJet,2019-03-27,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,0,0,3847.0,27,3,2019,9,35,6,55,2,40,160.0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,22:50,04:25,5h 35m,1,0,16079.0,27,6,2019,4,25,22,50,5,35,335.0
Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,1,6478.0,18,6,2019,8,45,6,0,2,45,165.0
Air India,2019-06-21,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,0,5201.0,21,6,2019,17,10,14,10,3,0,180.0
Air Asia,2019-09-05,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,0,4409.0,5,9,2019,12,55,10,20,2,35,155.0
Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:30,24h 35m,1,0,17261.0,3,6,2019,9,30,8,55,24,35,1475.0
Vistara,2019-05-27,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,0,0,4878.0,27,5,2019,19,35,17,0,2,35,155.0
SpiceJet,2019-05-18,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,0,2,3573.0,18,5,2019,8,35,5,55,2,40,160.0
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,20:00,16:20,20h 20m,1,1,10844.0,18,5,2019,16,20,20,0,20,20,1220.0
IndiGo,2019-04-21,Kolkata,Banglore,CCU → BLR,22:15,00:50,2h 35m,0,0,4804.0,21,4,2019,0,50,22,15,2,35,155.0
Air India,2019-06-27,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,0,5201.0,27,6,2019,17,10,14,10,3,0,180.0
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1,0,14533.0,18,5,2019,19,15,13,0,6,15,375.0
SpiceJet,2019-12-04,Kolkata,Banglore,CCU → BLR,22:20,00:40,2h 20m,0,0,3873.0,4,12,2019,0,40,22,20,2,20,140.0
SpiceJet,2019-06-06,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,2,3543.0,6,6,2019,20,5,17,45,2,20,140.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1,0,7215.0,21,3,2019,21,0,10,20,10,40,640.0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,8h 30m,1,0,11999.0,21,3,2019,18,50,10,20,8,30,510.0
IndiGo,2019-05-18,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,0,0,2754.0,18,5,2019,13,30,12,0,1,30,90.0
Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,18:55,10:45,15h 50m,1,0,13817.0,3,12,2019,10,45,18,55,15,50,950.0
Air Asia,2019-06-15,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,0,4107.0,15,6,2019,22,25,19,55,2,30,150.0
Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1,0,8073.0,5,9,2019,21,0,9,0,12,0,720.0
IndiGo,2019-06-27,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,0,0,2227.0,27,6,2019,22,50,21,20,1,30,90.0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00,21h 35m,1,1,10539.0,6,6,2019,18,0,20,25,21,35,1295.0
IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,0,0,3943.0,5,3,2019,4,15,1,30,2,45,165.0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20,26h 15m,1,1,10844.0,24,5,2019,16,20,14,5,26,15,1575.0
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,20:30,23:20,2h 50m,0,0,3925.0,24,3,2019,23,20,20,30,2,50,170.0
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,1,3210.0,5,1,2019,4,20,2,55,1,25,85.0
Jet Airways,2019-06-06,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,0,8016.0,6,6,2019,20,45,17,45,3,0,180.0
SpiceJet,2019-12-04,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,2,3841.0,4,12,2019,19,40,17,10,2,30,150.0
Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7h 30m,1,0,14388.0,5,9,2019,4,40,21,10,7,30,450.0
IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,0,0,3597.0,18,6,2019,17,5,14,45,2,20,140.0
Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,15:05,01:35,10h 30m,1,1,14086.0,3,9,2019,1,35,15,5,10,30,630.0
IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,22:10,01:00,2h 50m,0,0,3749.0,6,9,2019,1,0,22,10,2,50,170.0
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,0,7229.0,24,5,2019,8,45,6,0,2,45,165.0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1,0,15603.0,3,6,2019,21,0,7,0,14,0,840.0
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,0,0,4823.0,27,5,2019,22,50,20,0,2,50,170.0
Jet Airways,2019-03-04,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,0,8040.0,4,3,2019,11,50,10,20,1,30,90.0
Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05,27h 35m,1,0,13941.0,5,6,2019,10,5,6,30,27,35,1655.0
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6h 35m,1,0,14714.0,6,6,2019,4,25,21,50,6,35,395.0
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1,0,7927.0,4,1,2019,18,50,7,10,11,40,700.0
